Student_ID,Age,Major,Primary_AI_Tool,Task_Frequency_Daily,Main_Usage_Case,GPA_Baseline,GPA_Post_AI,Time_Saved_Hours_Weekly,AI_Ethics_Concern,Career_Confidence_Score
STU-8336795,22,Biology,Perplexity,4,Essay Drafting,3.09,3.16,2,Low,3
STU-8003537,19,Data Science,Gemini Pro,6,Literature Review,3.96,4,5,Low,5
STU-9229958,24,Software Engineering,GitHub Copilot,5,Code Debugging,3.09,3.47,3,High,7
STU-9339555,24,Business Administration,ChatGPT-4o,2,Exam Prep,3.15,3.24,2,Low,3
STU-3683847,22,Fine Arts,ChatGPT-4o,2,Code Debugging,3.71,4,5,High,7
STU-7705950,24,Fine Arts,Perplexity,8,Literature Review,3.92,3.98,3,Medium,5
STU-7572444,22,Software Engineering,ChatGPT-4o,9,Essay Drafting,3.29,3.59,15,Low,10
STU-7258729,24,Software Engineering,Perplexity,5,Exam Prep,3.35,3.51,14,High,6
STU-1115422,19,Software Engineering,Perplexity,6,Literature Review,3.49,3.45,10,High,1
STU-9752487,20,Data Science,Gemini Pro,1,Exam Prep,3.1,3.24,7,High,8
STU-8785741,21,Software Engineering,Gemini Pro,1,Exam Prep,2.61,2.65,3,High,7
STU-3276907,25,Data Science,Perplexity,9,Essay Drafting,3.17,2.99,13,High,9
STU-4584999,20,Software Engineering,ChatGPT-4o,5,Essay Drafting,3.02,3.38,6,High,9
STU-5099408,25,Data Science,Claude 3.5,7,Code Debugging,3.51,3.95,4,Low,1
STU-1770300,24,Data Science,Perplexity,8,Exam Prep,2.6,2.46,2,Low,7
STU-5862898,19,Data Science,GitHub Copilot,9,Literature Review,2.86,3.33,8,High,2
STU-8323436,25,Data Science,Claude 3.5,1,Exam Prep,2.71,2.78,7,High,5
STU-2923744,19,Business Administration,GitHub Copilot,10,Code Debugging,3.52,3.72,11,Low,6
STU-6389250,19,Modern History,GitHub Copilot,4,Exam Prep,3.62,4,12,High,2
STU-7496513,24,Fine Arts,GitHub Copilot,9,Exam Prep,3.43,3.26,9,Low,3
STU-6814274,19,Biology,Gemini Pro,10,Code Debugging,2.93,3.03,14,Low,6
STU-7893932,24,Software Engineering,Gemini Pro,2,Code Debugging,3.61,3.55,14,Medium,8
STU-4959298,22,Biology,ChatGPT-4o,10,Essay Drafting,2.55,2.68,9,Medium,6
STU-3037104,23,Business Administration,ChatGPT-4o,4,Literature Review,3.87,3.94,3,Low,4
STU-1827696,25,Modern History,Gemini Pro,1,Literature Review,2.92,3.22,6,Low,3
STU-9986023,23,Business Administration,Gemini Pro,10,Exam Prep,2.65,3.03,4,High,1
STU-5453421,23,Software Engineering,GitHub Copilot,6,Exam Prep,3.39,3.64,5,Low,1
STU-3861582,20,Biology,GitHub Copilot,6,Code Debugging,3.27,3.55,8,Low,3
STU-2662308,20,Business Administration,Gemini Pro,6,Code Debugging,3.89,3.71,4,Low,10
STU-8889935,21,Software Engineering,GitHub Copilot,5,Code Debugging,2.77,3.06,5,Low,10
STU-7549326,23,Business Administration,ChatGPT-4o,4,Essay Drafting,2.84,3.06,8,High,6
STU-3714426,22,Data Science,ChatGPT-4o,10,Brainstorming,2.9,3.19,6,High,2
STU-4546015,23,Fine Arts,Claude 3.5,6,Literature Review,3.16,3.14,7,High,5
STU-9902538,18,Data Science,Perplexity,8,Brainstorming,3.71,3.65,3,Medium,6
STU-4966666,21,Business Administration,GitHub Copilot,6,Exam Prep,2.72,3.14,10,High,4
STU-1149563,19,Modern History,Perplexity,2,Code Debugging,3.24,3.08,11,High,1
STU-4000980,23,Software Engineering,Gemini Pro,7,Literature Review,3.54,3.42,8,High,1
STU-8496019,23,Data Science,GitHub Copilot,10,Literature Review,3.63,3.61,12,Low,7
STU-4117429,22,Fine Arts,GitHub Copilot,8,Code Debugging,3.88,4,2,Medium,7
STU-9092749,24,Modern History,GitHub Copilot,8,Literature Review,3.6,3.47,11,High,1
STU-3639323,19,Modern History,Perplexity,6,Essay Drafting,3.68,3.56,15,Medium,6
STU-2309131,22,Software Engineering,GitHub Copilot,6,Exam Prep,3.13,3.5,15,Medium,7
STU-9103405,23,Business Administration,GitHub Copilot,6,Essay Drafting,2.74,3.21,15,Low,1
STU-6495676,25,Fine Arts,GitHub Copilot,4,Essay Drafting,3.47,3.3,9,High,3
STU-6631144,18,Modern History,Perplexity,2,Brainstorming,3.01,3.15,8,Medium,7
STU-4512042,19,Software Engineering,ChatGPT-4o,9,Code Debugging,3.7,3.93,15,Medium,8
STU-4370542,22,Software Engineering,Perplexity,5,Code Debugging,3.81,4,7,Low,10
STU-9181796,22,Data Science,ChatGPT-4o,1,Exam Prep,3.14,3.16,2,Low,9
STU-5812252,23,Software Engineering,Gemini Pro,6,Exam Prep,3.19,3.07,3,Low,4
STU-3886392,24,Biology,GitHub Copilot,10,Exam Prep,2.65,2.56,6,Low,6
STU-2945688,21,Biology,Gemini Pro,4,Code Debugging,3.95,4,7,Medium,9
STU-8505053,18,Fine Arts,GitHub Copilot,8,Literature Review,3.35,3.43,5,High,7
STU-8367368,19,Data Science,Gemini Pro,9,Code Debugging,3.39,3.86,2,Low,8
STU-7679197,19,Modern History,Gemini Pro,9,Essay Drafting,3.06,2.89,8,Low,5
STU-2227973,21,Modern History,Gemini Pro,3,Exam Prep,2.7,2.61,8,Medium,6
STU-7906459,21,Biology,Claude 3.5,6,Literature Review,3.69,4,10,Medium,9
STU-6860434,25,Data Science,Perplexity,9,Code Debugging,3.08,2.94,8,Low,2
STU-6820704,20,Biology,ChatGPT-4o,4,Code Debugging,3.32,3.17,6,Medium,1
STU-4566294,18,Business Administration,ChatGPT-4o,9,Literature Review,3.6,3.65,9,Low,3
STU-4230044,20,Modern History,Gemini Pro,7,Exam Prep,3.36,3.6,8,Low,1
STU-6201153,23,Data Science,Perplexity,4,Code Debugging,2.51,2.81,4,Medium,9
STU-1655022,25,Modern History,Claude 3.5,3,Brainstorming,3.07,2.97,10,Medium,6
STU-1408285,21,Software Engineering,ChatGPT-4o,9,Code Debugging,2.88,2.99,2,Low,9
STU-4475150,22,Biology,ChatGPT-4o,9,Literature Review,3.52,3.88,3,Medium,4
STU-1411944,23,Software Engineering,Gemini Pro,3,Exam Prep,3.76,4,13,Medium,9
STU-4691542,20,Modern History,Perplexity,8,Literature Review,2.94,3.29,13,Low,6
STU-6559534,20,Data Science,Perplexity,3,Exam Prep,2.79,2.98,3,Medium,7
STU-7244587,23,Modern History,Claude 3.5,10,Essay Drafting,3.87,4,6,Low,6
STU-2308160,25,Fine Arts,Perplexity,2,Brainstorming,2.57,2.87,15,Low,9
STU-9285350,25,Biology,Claude 3.5,5,Exam Prep,3.65,4,4,Medium,10
STU-9357102,18,Business Administration,Gemini Pro,4,Exam Prep,3.47,3.71,14,Low,3
STU-8839065,23,Data Science,Claude 3.5,9,Code Debugging,3.98,4,8,High,6
STU-7029484,20,Biology,Claude 3.5,3,Literature Review,2.64,2.46,5,Low,10
STU-3442779,18,Data Science,Perplexity,6,Essay Drafting,3.6,3.61,5,Medium,4
STU-3928589,21,Business Administration,Perplexity,4,Essay Drafting,3.87,3.82,8,Low,5
STU-5405707,25,Modern History,Claude 3.5,3,Literature Review,3.2,3.04,13,High,10
STU-7436367,18,Modern History,Gemini Pro,3,Brainstorming,3.59,3.61,11,Low,10
STU-3286122,19,Business Administration,Gemini Pro,1,Exam Prep,3.11,3.2,7,Low,3
STU-3112248,25,Modern History,ChatGPT-4o,8,Literature Review,2.96,2.95,9,Medium,9
STU-5830419,23,Biology,Claude 3.5,5,Exam Prep,2.9,3.06,11,Low,8
STU-9852466,24,Modern History,Perplexity,10,Exam Prep,2.93,3.35,9,Medium,1
STU-5732932,21,Fine Arts,Gemini Pro,1,Essay Drafting,3.03,3.24,11,High,5
STU-8817614,25,Software Engineering,ChatGPT-4o,7,Code Debugging,2.88,2.89,4,High,7
STU-3380249,18,Fine Arts,Gemini Pro,6,Code Debugging,3.42,3.64,6,Low,10
STU-3284598,20,Modern History,Perplexity,1,Exam Prep,3.07,3.33,14,Low,2
STU-6576832,18,Modern History,Gemini Pro,7,Literature Review,3.59,3.5,11,High,8
STU-2964882,21,Data Science,Claude 3.5,9,Brainstorming,3,3.09,6,Medium,9
STU-8560357,19,Data Science,ChatGPT-4o,5,Literature Review,3.74,4,5,High,1
STU-5013515,24,Business Administration,Perplexity,7,Code Debugging,3.24,3.37,7,High,4
STU-9916445,22,Software Engineering,GitHub Copilot,10,Exam Prep,3.45,3.44,4,Low,8
STU-1373721,24,Fine Arts,Perplexity,6,Essay Drafting,3.82,3.86,2,High,1
STU-7013095,21,Software Engineering,GitHub Copilot,8,Literature Review,3.1,3.09,5,Medium,7
STU-2857586,18,Data Science,ChatGPT-4o,3,Code Debugging,3.93,4,15,High,5
STU-9872664,25,Business Administration,GitHub Copilot,3,Literature Review,3.67,3.6,6,Medium,10
STU-1437424,21,Data Science,GitHub Copilot,7,Essay Drafting,3.71,3.85,12,Medium,2
STU-6728532,24,Biology,ChatGPT-4o,4,Exam Prep,3.41,3.43,13,High,10
STU-1426726,22,Biology,Perplexity,1,Code Debugging,3.58,3.8,10,Medium,10
STU-9420605,24,Software Engineering,GitHub Copilot,7,Brainstorming,3.71,4,4,High,7
STU-3869197,21,Business Administration,Perplexity,10,Exam Prep,3.39,3.69,2,Low,5
STU-8124217,20,Data Science,ChatGPT-4o,1,Brainstorming,2.94,3.18,9,Low,6
STU-3952986,19,Business Administration,ChatGPT-4o,2,Exam Prep,2.98,3.33,3,High,8
STU-2728190,22,Modern History,ChatGPT-4o,8,Brainstorming,3.36,3.53,12,High,8
STU-1369621,23,Modern History,GitHub Copilot,10,Literature Review,2.77,2.66,5,High,10
STU-2943355,20,Fine Arts,GitHub Copilot,9,Essay Drafting,3.34,3.5,15,Low,4
STU-1247279,21,Fine Arts,Perplexity,8,Exam Prep,3.92,3.87,13,Low,10
STU-3509266,20,Modern History,Claude 3.5,2,Essay Drafting,3.25,3.44,13,Low,4
STU-5661342,19,Data Science,ChatGPT-4o,6,Code Debugging,3.67,4,15,Medium,6
STU-1075177,25,Business Administration,Claude 3.5,5,Exam Prep,2.87,2.67,14,Low,1
STU-4516096,19,Modern History,Gemini Pro,9,Code Debugging,3.57,3.98,8,High,3
STU-3370956,25,Software Engineering,Perplexity,7,Code Debugging,3.47,3.96,13,Medium,9
STU-7786868,18,Biology,ChatGPT-4o,1,Exam Prep,3.57,3.68,2,Low,6
STU-7514960,22,Modern History,Claude 3.5,7,Exam Prep,3.43,3.86,14,High,7
STU-8972379,24,Fine Arts,ChatGPT-4o,9,Literature Review,3.82,3.63,14,Medium,6
STU-9272434,25,Business Administration,Claude 3.5,1,Literature Review,3.78,3.87,13,Low,8
STU-5610284,19,Biology,ChatGPT-4o,5,Brainstorming,3.49,3.68,9,Medium,10
STU-7787551,21,Software Engineering,Gemini Pro,8,Brainstorming,3.15,3.01,10,Medium,4
STU-8163835,23,Software Engineering,Claude 3.5,9,Essay Drafting,3.43,3.25,6,Low,8
STU-2955851,19,Software Engineering,Gemini Pro,6,Exam Prep,3.62,3.99,15,Low,6
STU-7327836,18,Business Administration,GitHub Copilot,2,Code Debugging,2.52,2.78,10,Low,10
STU-1717475,23,Fine Arts,Gemini Pro,1,Exam Prep,3.77,3.88,13,Medium,6
STU-4753923,22,Business Administration,Gemini Pro,2,Literature Review,3.55,3.58,12,Low,5
STU-6982223,19,Software Engineering,Claude 3.5,6,Exam Prep,3.02,3.37,15,Low,10
STU-6401812,20,Biology,Claude 3.5,8,Literature Review,4,4,6,Low,9
STU-9275587,18,Fine Arts,ChatGPT-4o,10,Brainstorming,2.77,2.63,8,Low,2
STU-8529297,20,Biology,ChatGPT-4o,10,Exam Prep,3.02,3.36,5,High,9
STU-6920692,22,Fine Arts,Claude 3.5,7,Essay Drafting,3.27,3.36,2,Low,9
STU-1366045,25,Data Science,GitHub Copilot,9,Exam Prep,2.58,2.5,6,High,7
STU-3563295,21,Data Science,Perplexity,6,Code Debugging,3.6,3.71,11,Low,7
STU-8730157,22,Fine Arts,GitHub Copilot,4,Brainstorming,3.43,3.32,4,Medium,8
STU-6413193,22,Software Engineering,GitHub Copilot,7,Essay Drafting,2.93,2.73,3,Low,1
STU-7589021,22,Data Science,Perplexity,6,Essay Drafting,3.33,3.5,15,Medium,1
STU-1633605,22,Biology,Claude 3.5,9,Exam Prep,2.93,2.99,6,High,10
STU-3087774,25,Modern History,Perplexity,2,Essay Drafting,2.87,3.07,14,Low,6
STU-5451291,18,Business Administration,GitHub Copilot,4,Essay Drafting,3.32,3.74,15,High,2
STU-9515428,25,Data Science,Claude 3.5,4,Literature Review,2.58,2.98,4,High,5
STU-3803712,24,Software Engineering,ChatGPT-4o,1,Literature Review,3.25,3.26,8,Medium,1
STU-2079223,25,Biology,GitHub Copilot,4,Literature Review,2.76,2.76,4,Low,2
STU-5519229,22,Business Administration,Claude 3.5,1,Brainstorming,2.91,3.18,6,Low,2
STU-1874614,19,Fine Arts,Gemini Pro,3,Exam Prep,3.13,3.38,3,High,10
STU-3366412,20,Biology,ChatGPT-4o,6,Literature Review,3.19,3.45,4,Medium,6
STU-3219501,24,Business Administration,Claude 3.5,4,Literature Review,2.92,3.18,14,Medium,3
STU-7797103,24,Software Engineering,ChatGPT-4o,9,Exam Prep,2.74,2.73,14,Low,4
STU-3512144,22,Data Science,ChatGPT-4o,7,Essay Drafting,3.7,3.82,13,Medium,7
STU-1053523,19,Fine Arts,Perplexity,4,Essay Drafting,3.82,4,15,High,3
STU-8091822,21,Data Science,Claude 3.5,4,Essay Drafting,2.63,2.57,5,High,5
STU-3173601,22,Modern History,Gemini Pro,9,Brainstorming,2.8,3.11,2,Low,1
STU-8843034,18,Data Science,ChatGPT-4o,8,Brainstorming,3.45,3.28,2,Medium,2
STU-2455281,19,Data Science,GitHub Copilot,8,Essay Drafting,2.91,2.76,9,High,5
STU-4859396,23,Modern History,GitHub Copilot,7,Brainstorming,3.21,3.7,11,Medium,4
STU-9976809,21,Fine Arts,Claude 3.5,2,Brainstorming,3.26,3.56,10,High,3
STU-2560464,20,Modern History,ChatGPT-4o,9,Brainstorming,3.64,3.96,15,High,5
STU-2980161,19,Software Engineering,GitHub Copilot,7,Code Debugging,2.86,2.72,14,Medium,4
STU-3974800,20,Biology,Gemini Pro,2,Brainstorming,2.66,2.77,11,Medium,2
STU-8534375,18,Biology,ChatGPT-4o,9,Essay Drafting,3.32,3.16,14,Medium,7
STU-2712243,23,Software Engineering,ChatGPT-4o,8,Essay Drafting,3.3,3.75,12,Low,5
STU-2758052,19,Fine Arts,Gemini Pro,2,Exam Prep,3.21,3.09,4,Low,2
STU-1160776,20,Biology,GitHub Copilot,8,Code Debugging,3.1,2.97,2,High,4
STU-3845342,24,Software Engineering,Gemini Pro,9,Literature Review,3.06,2.98,7,Low,1
STU-9665204,20,Business Administration,GitHub Copilot,8,Essay Drafting,3.73,3.85,2,Low,4
STU-7956411,20,Modern History,GitHub Copilot,1,Code Debugging,2.93,3.39,13,High,6
STU-3796747,19,Business Administration,ChatGPT-4o,5,Code Debugging,2.99,2.96,3,Low,8
STU-6526613,23,Biology,Perplexity,9,Literature Review,3.07,3.39,11,Low,6
STU-9737131,22,Software Engineering,Perplexity,6,Literature Review,2.73,2.75,10,Low,6
STU-4152648,18,Modern History,ChatGPT-4o,10,Code Debugging,2.54,2.52,14,Medium,4
STU-6895556,23,Modern History,GitHub Copilot,3,Code Debugging,2.64,2.72,15,High,2
STU-6476815,19,Fine Arts,Gemini Pro,1,Code Debugging,3.19,3.26,2,High,2
STU-5101334,21,Business Administration,ChatGPT-4o,9,Literature Review,2.79,2.73,3,High,8
STU-6140691,19,Fine Arts,Gemini Pro,3,Exam Prep,3.16,3.65,14,Low,2
STU-1212502,20,Biology,ChatGPT-4o,10,Code Debugging,3.02,3.14,13,High,6
STU-8537584,18,Business Administration,Claude 3.5,7,Code Debugging,3.96,4,8,Low,8
STU-8801799,20,Software Engineering,Perplexity,1,Code Debugging,3.59,3.88,12,Medium,4
STU-4226546,23,Software Engineering,Claude 3.5,1,Essay Drafting,3.72,3.97,12,High,8
STU-1488253,24,Business Administration,ChatGPT-4o,9,Literature Review,2.77,2.75,2,High,3
STU-5089189,21,Software Engineering,Claude 3.5,10,Literature Review,2.93,2.87,12,Low,9
STU-7720790,18,Business Administration,ChatGPT-4o,8,Exam Prep,3.28,3.33,3,Low,3
STU-2871651,19,Biology,Claude 3.5,1,Brainstorming,3.91,3.91,11,Medium,7
STU-4910233,24,Data Science,Claude 3.5,2,Code Debugging,2.54,2.49,2,High,6
STU-2169460,21,Data Science,GitHub Copilot,8,Literature Review,3.49,3.81,9,Low,7
STU-4391170,19,Modern History,GitHub Copilot,8,Essay Drafting,2.75,2.78,7,Low,10
STU-3930424,18,Software Engineering,Claude 3.5,5,Exam Prep,3.49,3.3,11,Medium,10
STU-1138888,18,Data Science,ChatGPT-4o,1,Brainstorming,3.14,3.02,12,High,4
STU-6213367,23,Business Administration,Gemini Pro,2,Exam Prep,3.94,3.89,12,Medium,5
STU-7243246,23,Software Engineering,GitHub Copilot,10,Literature Review,2.94,3.19,10,Low,6
STU-5110900,24,Business Administration,Perplexity,6,Literature Review,3.45,3.6,4,Medium,5
STU-4232284,18,Software Engineering,Gemini Pro,1,Exam Prep,2.76,2.57,11,High,5
STU-8118816,20,Data Science,Gemini Pro,6,Literature Review,3.05,2.94,11,High,8
STU-5288393,21,Software Engineering,Claude 3.5,6,Exam Prep,3.76,4,12,High,8
STU-2883694,22,Modern History,Perplexity,9,Literature Review,3.17,3.42,14,High,2
STU-8720320,19,Software Engineering,Gemini Pro,8,Brainstorming,2.6,3.02,6,Medium,5
STU-4457447,24,Fine Arts,GitHub Copilot,6,Code Debugging,3.28,3.68,6,High,7
STU-8662593,18,Fine Arts,ChatGPT-4o,8,Essay Drafting,3.52,3.61,9,High,1
STU-1298867,20,Software Engineering,Perplexity,4,Exam Prep,2.59,2.82,12,Medium,9
STU-1710702,20,Modern History,ChatGPT-4o,8,Brainstorming,3.53,3.84,11,Medium,8
STU-2560993,19,Software Engineering,Claude 3.5,8,Essay Drafting,3.77,4,6,High,6
STU-2646629,20,Business Administration,Gemini Pro,7,Essay Drafting,3.55,3.75,11,High,5
STU-4197397,20,Business Administration,Claude 3.5,6,Brainstorming,3.52,3.99,15,Medium,3
STU-1241960,22,Business Administration,Claude 3.5,5,Brainstorming,3.94,4,6,Low,6
STU-8798057,23,Biology,Gemini Pro,5,Essay Drafting,3.38,3.21,14,Medium,2
STU-1192052,24,Software Engineering,Claude 3.5,3,Essay Drafting,2.52,2.36,6,High,7
STU-1120265,24,Biology,GitHub Copilot,8,Literature Review,3.67,3.68,12,High,5
STU-1338097,21,Software Engineering,Gemini Pro,3,Literature Review,3.3,3.39,5,Medium,2
STU-3046600,18,Software Engineering,ChatGPT-4o,7,Essay Drafting,3.4,3.79,7,Low,9
STU-5181192,18,Software Engineering,GitHub Copilot,6,Exam Prep,3.65,3.49,7,High,6
STU-3392836,19,Biology,ChatGPT-4o,10,Code Debugging,3.13,3.5,3,Medium,3
STU-9895204,20,Fine Arts,Perplexity,7,Code Debugging,2.57,2.53,15,Medium,4
STU-1563742,24,Biology,GitHub Copilot,4,Code Debugging,3.42,3.75,8,Medium,10
STU-9046716,18,Business Administration,Claude 3.5,7,Brainstorming,3.17,3.37,4,High,10
STU-2805779,25,Business Administration,Claude 3.5,8,Brainstorming,2.57,2.51,14,Medium,6
STU-2651756,20,Fine Arts,Perplexity,4,Literature Review,3.4,3.67,8,High,8
STU-1980828,18,Modern History,Gemini Pro,2,Brainstorming,3.9,3.74,13,Low,6
STU-7745689,18,Modern History,Perplexity,8,Literature Review,3.17,3.15,2,Low,10
STU-4120255,24,Data Science,Perplexity,9,Exam Prep,3.14,3.02,13,Medium,1
STU-6041323,18,Fine Arts,Claude 3.5,10,Literature Review,3.38,3.64,2,Medium,5
STU-6663382,19,Fine Arts,ChatGPT-4o,9,Essay Drafting,2.7,2.9,9,Low,6
STU-5247798,18,Data Science,GitHub Copilot,8,Code Debugging,2.82,2.86,7,High,5
STU-8420751,23,Business Administration,Claude 3.5,2,Exam Prep,3.42,3.42,7,High,3
STU-1729084,20,Modern History,Perplexity,5,Code Debugging,3.37,3.26,3,High,9
STU-6406258,18,Biology,ChatGPT-4o,10,Literature Review,2.87,3.32,5,Low,8
STU-4120097,23,Software Engineering,Claude 3.5,8,Literature Review,3.76,3.87,7,High,10
STU-6975932,18,Data Science,Claude 3.5,3,Code Debugging,3.83,3.92,8,High,6
STU-1118031,21,Data Science,Gemini Pro,1,Literature Review,2.58,2.6,4,Low,3
STU-8307989,24,Software Engineering,Perplexity,4,Essay Drafting,2.81,3.18,10,Medium,5
STU-9399189,19,Biology,Perplexity,8,Code Debugging,3.53,3.45,7,Medium,1
STU-9274800,25,Data Science,ChatGPT-4o,8,Literature Review,2.78,2.84,3,High,9
STU-5822138,20,Biology,Claude 3.5,4,Brainstorming,2.96,3.27,8,Low,9
STU-6678040,25,Biology,Claude 3.5,2,Exam Prep,3.32,3.62,9,Low,10
STU-1451522,18,Business Administration,Perplexity,2,Code Debugging,2.56,2.97,4,High,9
STU-1727086,21,Biology,Perplexity,7,Essay Drafting,3.12,2.92,6,High,5
STU-2950464,24,Modern History,Claude 3.5,8,Essay Drafting,3.27,3.07,13,Low,5
STU-7287421,20,Fine Arts,Gemini Pro,10,Literature Review,2.76,2.94,11,Low,2
STU-6028599,24,Business Administration,ChatGPT-4o,3,Literature Review,3.01,3.22,2,Low,9
STU-3033320,21,Fine Arts,ChatGPT-4o,6,Essay Drafting,3.97,4,9,High,1
STU-1131822,23,Business Administration,GitHub Copilot,3,Exam Prep,2.7,3.11,14,Low,2
STU-5474042,24,Business Administration,Claude 3.5,6,Brainstorming,2.87,2.86,7,Medium,9
STU-2803922,23,Modern History,ChatGPT-4o,2,Essay Drafting,3.34,3.41,4,Medium,9
STU-4866647,21,Software Engineering,Claude 3.5,6,Exam Prep,2.99,2.96,15,Low,8
STU-9600377,24,Business Administration,Claude 3.5,6,Code Debugging,2.58,2.93,5,Medium,10
STU-7616875,19,Biology,ChatGPT-4o,8,Exam Prep,3,2.92,3,Medium,1
STU-2051785,20,Business Administration,ChatGPT-4o,5,Exam Prep,2.8,2.82,9,Low,5
STU-9045247,20,Fine Arts,ChatGPT-4o,4,Code Debugging,2.7,2.6,8,Low,10
STU-3684577,21,Biology,Perplexity,10,Literature Review,2.77,3.27,14,High,7
STU-1194879,25,Software Engineering,GitHub Copilot,2,Essay Drafting,2.91,2.75,14,Low,6
STU-2406493,24,Data Science,Claude 3.5,5,Code Debugging,2.54,2.72,6,Low,10
STU-4178893,22,Data Science,Gemini Pro,9,Code Debugging,3.36,3.47,11,High,7
STU-5358018,21,Data Science,GitHub Copilot,3,Literature Review,2.96,3,14,High,7
STU-3099070,20,Business Administration,Perplexity,8,Brainstorming,3.06,3.53,12,High,5
STU-4131488,19,Fine Arts,GitHub Copilot,3,Literature Review,3.55,3.72,11,High,6
STU-2714971,21,Software Engineering,Claude 3.5,1,Literature Review,3.26,3.43,6,Low,3
STU-9826398,20,Fine Arts,Perplexity,4,Literature Review,3.81,3.99,12,Medium,10
STU-3405365,22,Biology,Perplexity,2,Essay Drafting,3.74,3.94,14,High,9
STU-6986281,21,Modern History,Perplexity,9,Exam Prep,3.82,4,7,Medium,7
STU-4432526,25,Modern History,GitHub Copilot,1,Brainstorming,2.77,2.86,5,Medium,9
STU-8363370,21,Fine Arts,Gemini Pro,9,Brainstorming,2.86,2.66,9,Medium,10
STU-2347360,20,Business Administration,ChatGPT-4o,9,Literature Review,2.61,2.72,4,High,9
STU-7813654,19,Biology,Claude 3.5,1,Code Debugging,3.47,3.76,10,High,4
STU-6490621,25,Biology,ChatGPT-4o,5,Exam Prep,3.75,3.96,12,Low,10
STU-8197092,20,Business Administration,ChatGPT-4o,7,Brainstorming,3.03,3.44,13,Medium,7
STU-3206601,20,Fine Arts,Gemini Pro,10,Code Debugging,2.76,3.22,12,High,6
STU-8800470,18,Software Engineering,ChatGPT-4o,7,Code Debugging,3.01,3.39,12,Low,9
STU-7997155,18,Business Administration,GitHub Copilot,1,Brainstorming,3.3,3.52,2,High,3
STU-2975672,20,Fine Arts,Perplexity,4,Brainstorming,2.76,2.93,9,High,7
STU-8384079,25,Business Administration,Claude 3.5,2,Brainstorming,3.27,3.11,6,Medium,8
STU-8336390,23,Business Administration,Gemini Pro,5,Exam Prep,3.24,3.31,14,Medium,10
STU-9237537,19,Fine Arts,Gemini Pro,7,Essay Drafting,3.42,3.28,13,Medium,9
STU-1358640,18,Biology,Claude 3.5,6,Brainstorming,3.63,3.86,10,Low,9
STU-4408757,21,Software Engineering,Perplexity,3,Brainstorming,3.12,3.15,3,Medium,1
STU-2386811,19,Biology,ChatGPT-4o,10,Brainstorming,3.42,3.89,2,Low,4
STU-9974171,23,Biology,Claude 3.5,4,Exam Prep,3.57,4,8,High,10
STU-1036631,22,Business Administration,GitHub Copilot,2,Code Debugging,2.52,2.54,3,Low,10
STU-7541503,25,Data Science,ChatGPT-4o,7,Essay Drafting,2.85,2.72,12,Medium,5
STU-6844795,25,Fine Arts,Perplexity,1,Code Debugging,2.59,2.53,14,Low,1
STU-4708177,22,Fine Arts,ChatGPT-4o,8,Code Debugging,2.61,2.47,12,Medium,10
STU-1365691,18,Data Science,GitHub Copilot,9,Exam Prep,3.22,3.1,11,High,6
STU-9995519,19,Biology,ChatGPT-4o,3,Exam Prep,3.75,3.6,5,High,10
STU-3516157,20,Biology,Perplexity,4,Brainstorming,3.35,3.79,3,Low,1
STU-1198126,22,Software Engineering,Perplexity,6,Exam Prep,3.29,3.56,4,Medium,6
STU-4954069,25,Modern History,GitHub Copilot,4,Essay Drafting,2.98,2.94,14,Medium,9
STU-9370341,21,Biology,ChatGPT-4o,5,Essay Drafting,2.61,2.75,14,High,9
STU-7759714,19,Data Science,Gemini Pro,8,Literature Review,2.87,3.1,2,Low,10
STU-2745541,20,Data Science,Perplexity,4,Literature Review,3.82,3.69,14,High,6
STU-3259054,24,Fine Arts,GitHub Copilot,1,Literature Review,2.71,2.77,2,High,4
STU-7303546,19,Business Administration,Perplexity,10,Essay Drafting,3.9,4,3,Medium,5
STU-5286891,22,Data Science,ChatGPT-4o,2,Exam Prep,2.78,3.12,2,High,7
STU-5388733,19,Fine Arts,Claude 3.5,3,Essay Drafting,3.66,4,7,High,7
STU-9200701,24,Business Administration,Perplexity,9,Exam Prep,3.53,3.44,3,Medium,5
STU-6340298,22,Software Engineering,Gemini Pro,1,Brainstorming,3.29,3.66,4,Low,5
STU-7584772,20,Biology,Gemini Pro,6,Exam Prep,3.36,3.34,7,Low,7
STU-6247419,21,Fine Arts,Perplexity,1,Brainstorming,3.37,3.44,11,Medium,10
STU-8003268,24,Modern History,GitHub Copilot,6,Code Debugging,3.59,3.59,5,Medium,6
STU-6482049,18,Business Administration,Gemini Pro,3,Literature Review,2.76,2.63,2,High,5
STU-5359363,24,Fine Arts,GitHub Copilot,8,Code Debugging,3.7,3.91,2,Medium,8
STU-4097512,18,Modern History,GitHub Copilot,10,Exam Prep,3.45,3.75,11,High,5
STU-3570803,21,Software Engineering,Gemini Pro,5,Exam Prep,3.1,3.05,12,Low,8
STU-1988863,19,Data Science,ChatGPT-4o,3,Essay Drafting,2.99,3.01,2,High,4
STU-1344481,21,Modern History,GitHub Copilot,1,Exam Prep,2.8,2.9,2,High,5
STU-4664072,22,Modern History,ChatGPT-4o,5,Brainstorming,3.99,4,4,Medium,1
STU-5995870,19,Business Administration,Gemini Pro,8,Essay Drafting,3.54,3.69,7,Medium,2
